review,category_sentiment,category,sentiment,cleaned_review,tokenized_words
Tidak ada air panas dan sarapan,air_panas_P1-neg,air_panas_P1,neg,air panas sarapan,"['air', 'panas', 'sarapan']"
Tidak ada air panas dan sarapan,sunrise_meal_P1-neg,sunrise_meal_P1,neg,air panas sarapan,"['air', 'panas', 'sarapan']"
"lumayanlah,tapi kamar mandi kurang bersih ",kebersihan-neg,kebersihan,neg,lumayanlahtapi kamar mandi bersih,"['lumayanlahtapi', 'kamar', 'mandi', 'bersih']"
"kurang ramah, saat datang kondisi kamar belum siap untuk digunakan karena AC bermasalah.",service-neg,service,neg,ramah kondisi kamar ac bermasalah,"['ramah', 'kondisi', 'kamar', 'ac', 'bermasalah']"
"kurang ramah, saat datang kondisi kamar belum siap untuk digunakan karena AC bermasalah.",ac_P1-neg,ac_P1,neg,ramah kondisi kamar ac bermasalah,"['ramah', 'kondisi', 'kamar', 'ac', 'bermasalah']"
"Masih kurang Resepsionis aja yg agak lama harus menunggu lama baru datang tidak stanby dibtempat , all best lah harga murah pasilitas oke ",service-neg,service,neg,resepsionis aja yg menunggu stanby dibtempat all best harga murah pasilitas oke,"['resepsionis', 'aja', 'yg', 'menunggu', 'stanby', 'dibtempat', 'all', 'best', 'harga', 'murah', 'pasilitas', 'oke']"
"pelayanannya sangat kurang.. harusnya bisa check in jam 14.00 malah check in jam 16.30 kamarnya masih belom dirapihkan.. untuk fasilitas kolam renang airnya kurang terawat...pesen 2 kamar sampe tempat dpt 1 kamar, dan yg 1 kamarnya dikasih deket pintu gerbang dan kayaknya deket sepitank.. karna bau banget.. untung cuma 1 hari..",service-neg,service,neg,pelayanannya check in jam check in jam kamarnya belom dirapihkan fasilitas kolam renang airnya terawatpesen kamar sampe dpt kamar yg kamarnya dikasih deket pintu gerbang kayaknya deket sepitank karna bau banget untung,"['pelayanannya', 'check', 'in', 'jam', 'check', 'in', 'jam', 'kamarnya', 'belom', 'dirapihkan', 'fasilitas', 'kolam', 'renang', 'airnya', 'terawatpesen', 'kamar', 'sampe', 'dpt', 'kamar', 'yg', 'kamarnya', 'dikasih', 'deket', 'pintu', 'gerbang', 'kayaknya', 'deket', 'sepitank', 'karna', 'bau', 'banget', 'untung']"
"pelayanannya sangat kurang.. harusnya bisa check in jam 14.00 malah check in jam 16.30 kamarnya masih belom dirapihkan.. untuk fasilitas kolam renang airnya kurang terawat...pesen 2 kamar sampe tempat dpt 1 kamar, dan yg 1 kamarnya dikasih deket pintu gerbang dan kayaknya deket sepitank.. karna bau banget.. untung cuma 1 hari..",bau_P1-neg,bau_P1,neg,pelayanannya check in jam check in jam kamarnya belom dirapihkan fasilitas kolam renang airnya terawatpesen kamar sampe dpt kamar yg kamarnya dikasih deket pintu gerbang kayaknya deket sepitank karna bau banget untung,"['pelayanannya', 'check', 'in', 'jam', 'check', 'in', 'jam', 'kamarnya', 'belom', 'dirapihkan', 'fasilitas', 'kolam', 'renang', 'airnya', 'terawatpesen', 'kamar', 'sampe', 'dpt', 'kamar', 'yg', 'kamarnya', 'dikasih', 'deket', 'pintu', 'gerbang', 'kayaknya', 'deket', 'sepitank', 'karna', 'bau', 'banget', 'untung']"
Tidak tersedia set-up Airy. Harus minta dulu. Kamar remang-remang. Kamar mandi sangat kotor. Shower tidak tersedia air panas. ,linen_P1-neg,linen_P1,neg,tersedia setup airy kamar remangremang kamar mandi kotor shower tersedia air panas,"['tersedia', 'setup', 'airy', 'kamar', 'remangremang', 'kamar', 'mandi', 'kotor', 'shower', 'tersedia', 'air', 'panas']"
Tidak tersedia set-up Airy. Harus minta dulu. Kamar remang-remang. Kamar mandi sangat kotor. Shower tidak tersedia air panas. ,kebersihan-neg,kebersihan,neg,tersedia setup airy kamar remangremang kamar mandi kotor shower tersedia air panas,"['tersedia', 'setup', 'airy', 'kamar', 'remangremang', 'kamar', 'mandi', 'kotor', 'shower', 'tersedia', 'air', 'panas']"
Tidak tersedia set-up Airy. Harus minta dulu. Kamar remang-remang. Kamar mandi sangat kotor. Shower tidak tersedia air panas. ,air_panas_P1-neg,air_panas_P1,neg,tersedia setup airy kamar remangremang kamar mandi kotor shower tersedia air panas,"['tersedia', 'setup', 'airy', 'kamar', 'remangremang', 'kamar', 'mandi', 'kotor', 'shower', 'tersedia', 'air', 'panas']"
"Pelayanan baik, cuma cs sering tidak ditempat. Kamar bersih. TOP",service-pos,service,pos,pelayanan cs ditempat kamar bersih top,"['pelayanan', 'cs', 'ditempat', 'kamar', 'bersih', 'top']"
"Pelayanan baik, cuma cs sering tidak ditempat. Kamar bersih. TOP",kebersihan-neg,kebersihan,neg,pelayanan cs ditempat kamar bersih top,"['pelayanan', 'cs', 'ditempat', 'kamar', 'bersih', 'top']"
baik fasilitas nya oke.  namun sprei nya kotor dan gatal. its  ok recomended tp sprei nya. tamu berganti sprei nya di cuci juga ,linen_P1-neg,linen_P1,neg,fasilitas nya oke sprei nya kotor gatal its ok recomended tp sprei nya tamu berganti sprei nya cuci,"['fasilitas', 'nya', 'oke', 'sprei', 'nya', 'kotor', 'gatal', 'its', 'ok', 'recomended', 'tp', 'sprei', 'nya', 'tamu', 'berganti', 'sprei', 'nya', 'cuci']"
"Kamar oke, toilet kurang bersih wc nya dan juga gordyn mandi nya",kebersihan-neg,kebersihan,neg,kamar oke toilet bersih wc nya gordyn mandi nya,"['kamar', 'oke', 'toilet', 'bersih', 'wc', 'nya', 'gordyn', 'mandi', 'nya']"
"saya menginap di kamar 117, reviewnya: 1. bantal keras 2. biasanya dikasih bantal airy, tapi ini ga ada. dikasih dua bantal tambahan sih tapi ga dikasih sarung bantalnya 3. ga ada thermos untuk bikin air panas 4. shower bocor 5. remote tv tidak berfungsi 6. kenop pintu kamar mandi macet, jd ga bisa ditutup rapat 7. kamar hanya satu kali dibersihkan",linen_P1-neg,linen_P1,neg,menginap kamar reviewnya bantal keras dikasih bantal airy ga dikasih bantal tambahan sih ga dikasih sarung bantalnya ga thermos bikin air panas shower bocor remote tv berfungsi kenop pintu kamar mandi macet jd ga ditutup rapat kamar kali dibersihkan,"['menginap', 'kamar', 'reviewnya', 'bantal', 'keras', 'dikasih', 'bantal', 'airy', 'ga', 'dikasih', 'bantal', 'tambahan', 'sih', 'ga', 'dikasih', 'sarung', 'bantalnya', 'ga', 'thermos', 'bikin', 'air', 'panas', 'shower', 'bocor', 'remote', 'tv', 'berfungsi', 'kenop', 'pintu', 'kamar', 'mandi', 'macet', 'jd', 'ga', 'ditutup', 'rapat', 'kamar', 'kali', 'dibersihkan']"
"saya menginap di kamar 117, reviewnya: 1. bantal keras 2. biasanya dikasih bantal airy, tapi ini ga ada. dikasih dua bantal tambahan sih tapi ga dikasih sarung bantalnya 3. ga ada thermos untuk bikin air panas 4. shower bocor 5. remote tv tidak berfungsi 6. kenop pintu kamar mandi macet, jd ga bisa ditutup rapat 7. kamar hanya satu kali dibersihkan",tv_P1-neg,tv_P1,neg,menginap kamar reviewnya bantal keras dikasih bantal airy ga dikasih bantal tambahan sih ga dikasih sarung bantalnya ga thermos bikin air panas shower bocor remote tv berfungsi kenop pintu kamar mandi macet jd ga ditutup rapat kamar kali dibersihkan,"['menginap', 'kamar', 'reviewnya', 'bantal', 'keras', 'dikasih', 'bantal', 'airy', 'ga', 'dikasih', 'bantal', 'tambahan', 'sih', 'ga', 'dikasih', 'sarung', 'bantalnya', 'ga', 'thermos', 'bikin', 'air', 'panas', 'shower', 'bocor', 'remote', 'tv', 'berfungsi', 'kenop', 'pintu', 'kamar', 'mandi', 'macet', 'jd', 'ga', 'ditutup', 'rapat', 'kamar', 'kali', 'dibersihkan']"
"saya menginap di kamar 117, reviewnya: 1. bantal keras 2. biasanya dikasih bantal airy, tapi ini ga ada. dikasih dua bantal tambahan sih tapi ga dikasih sarung bantalnya 3. ga ada thermos untuk bikin air panas 4. shower bocor 5. remote tv tidak berfungsi 6. kenop pintu kamar mandi macet, jd ga bisa ditutup rapat 7. kamar hanya satu kali dibersihkan",service-neg,service,neg,menginap kamar reviewnya bantal keras dikasih bantal airy ga dikasih bantal tambahan sih ga dikasih sarung bantalnya ga thermos bikin air panas shower bocor remote tv berfungsi kenop pintu kamar mandi macet jd ga ditutup rapat kamar kali dibersihkan,"['menginap', 'kamar', 'reviewnya', 'bantal', 'keras', 'dikasih', 'bantal', 'airy', 'ga', 'dikasih', 'bantal', 'tambahan', 'sih', 'ga', 'dikasih', 'sarung', 'bantalnya', 'ga', 'thermos', 'bikin', 'air', 'panas', 'shower', 'bocor', 'remote', 'tv', 'berfungsi', 'kenop', 'pintu', 'kamar', 'mandi', 'macet', 'jd', 'ga', 'ditutup', 'rapat', 'kamar', 'kali', 'dibersihkan']"
kamar rapih 'cuman air y kecil sama Ac y kurang dinggin,ac_P1-neg,ac_P1,neg,kamar rapih cuman air y ac y dinggin,"['kamar', 'rapih', 'cuman', 'air', 'y', 'ac', 'y', 'dinggin']"
"Kamar lumayan besar,kamar mandi sebaik’a di lengkapi blower udara,jaringan wifi nya gak connect sm sekali..",wifi_P1-neg,wifi_P1,neg,kamar lumayan besarkamar mandi sebaika lengkapi blower udarajaringan wifi nya gak connect sm,"['kamar', 'lumayan', 'besarkamar', 'mandi', 'sebaika', 'lengkapi', 'blower', 'udarajaringan', 'wifi', 'nya', 'gak', 'connect', 'sm']"
"tv gk jelas gambarnya, suasana berisik di depan kamar. kamar mandi kurang bersih",tv_P1-neg,tv_P1,neg,tv gk gambarnya suasana berisik kamar kamar mandi bersih,"['tv', 'gk', 'gambarnya', 'suasana', 'berisik', 'kamar', 'kamar', 'mandi', 'bersih']"
"tv gk jelas gambarnya, suasana berisik di depan kamar. kamar mandi kurang bersih",kebersihan-neg,kebersihan,neg,tv gk gambarnya suasana berisik kamar kamar mandi bersih,"['tv', 'gk', 'gambarnya', 'suasana', 'berisik', 'kamar', 'kamar', 'mandi', 'bersih']"
"Satpamnya ramah, kamar enak, sayang gak ada gantungan bajunya. gak ada pewangi ruangan over all oke lahh",service-pos,service,pos,satpamnya ramah kamar enak sayang gak gantungan bajunya gak pewangi ruangan over all oke lahh,"['satpamnya', 'ramah', 'kamar', 'enak', 'sayang', 'gak', 'gantungan', 'bajunya', 'gak', 'pewangi', 'ruangan', 'over', 'all', 'oke', 'lahh']"
"Satpamnya ramah, kamar enak, sayang gak ada gantungan bajunya. gak ada pewangi ruangan over all oke lahh",linen_P1-neg,linen_P1,neg,satpamnya ramah kamar enak sayang gak gantungan bajunya gak pewangi ruangan over all oke lahh,"['satpamnya', 'ramah', 'kamar', 'enak', 'sayang', 'gak', 'gantungan', 'bajunya', 'gak', 'pewangi', 'ruangan', 'over', 'all', 'oke', 'lahh']"
"Satpamnya ramah, kamar enak, sayang gak ada gantungan bajunya. gak ada pewangi ruangan over all oke lahh",bau_P1-neg,bau_P1,neg,satpamnya ramah kamar enak sayang gak gantungan bajunya gak pewangi ruangan over all oke lahh,"['satpamnya', 'ramah', 'kamar', 'enak', 'sayang', 'gak', 'gantungan', 'bajunya', 'gak', 'pewangi', 'ruangan', 'over', 'all', 'oke', 'lahh']"
"Satpamnya ramah, kamar enak, sayang gak ada gantungan bajunya. gak ada pewangi ruangan over all oke lahh",general-pos,general,pos,satpamnya ramah kamar enak sayang gak gantungan bajunya gak pewangi ruangan over all oke lahh,"['satpamnya', 'ramah', 'kamar', 'enak', 'sayang', 'gak', 'gantungan', 'bajunya', 'gak', 'pewangi', 'ruangan', 'over', 'all', 'oke', 'lahh']"
Kran kamar mandi rusak dah lapor. Gak ada perbaikan,service-neg,service,neg,kran kamar mandi rusak dah lapor gak perbaikan,"['kran', 'kamar', 'mandi', 'rusak', 'dah', 'lapor', 'gak', 'perbaikan']"
"karyawannya friendly kost nya cukup dekat dg jalan raya, transportasi mudah utk pergi kemana2. tapi utk kamarnya belum bersih ada bantal guling yg bau ada di dalam lemari tidak dibersihkan.",service-pos,service,pos,karyawannya friendly kost nya dg jalan raya transportasi mudah utk pergi kemana utk kamarnya bersih bantal guling yg bau lemari dibersihkan,"['karyawannya', 'friendly', 'kost', 'nya', 'dg', 'jalan', 'raya', 'transportasi', 'mudah', 'utk', 'pergi', 'kemana', 'utk', 'kamarnya', 'bersih', 'bantal', 'guling', 'yg', 'bau', 'lemari', 'dibersihkan']"
"karyawannya friendly kost nya cukup dekat dg jalan raya, transportasi mudah utk pergi kemana2. tapi utk kamarnya belum bersih ada bantal guling yg bau ada di dalam lemari tidak dibersihkan.",kebersihan-neg,kebersihan,neg,karyawannya friendly kost nya dg jalan raya transportasi mudah utk pergi kemana utk kamarnya bersih bantal guling yg bau lemari dibersihkan,"['karyawannya', 'friendly', 'kost', 'nya', 'dg', 'jalan', 'raya', 'transportasi', 'mudah', 'utk', 'pergi', 'kemana', 'utk', 'kamarnya', 'bersih', 'bantal', 'guling', 'yg', 'bau', 'lemari', 'dibersihkan']"
"karyawannya friendly kost nya cukup dekat dg jalan raya, transportasi mudah utk pergi kemana2. tapi utk kamarnya belum bersih ada bantal guling yg bau ada di dalam lemari tidak dibersihkan.",linen_P1-neg,linen_P1,neg,karyawannya friendly kost nya dg jalan raya transportasi mudah utk pergi kemana utk kamarnya bersih bantal guling yg bau lemari dibersihkan,"['karyawannya', 'friendly', 'kost', 'nya', 'dg', 'jalan', 'raya', 'transportasi', 'mudah', 'utk', 'pergi', 'kemana', 'utk', 'kamarnya', 'bersih', 'bantal', 'guling', 'yg', 'bau', 'lemari', 'dibersihkan']"
sudah 2 kali sebenernya nginap di mandi kurang bersih...tapi secara overall memuaskan antara harga dan.kamarnya...terima.kasih airy,kebersihan-neg,kebersihan,neg,kali sebenernya nginap mandi bersihtapi overall memuaskan harga dankamarnyaterimakasih airy,"['kali', 'sebenernya', 'nginap', 'mandi', 'bersihtapi', 'overall', 'memuaskan', 'harga', 'dankamarnyaterimakasih', 'airy']"
sudah 2 kali sebenernya nginap di mandi kurang bersih...tapi secara overall memuaskan antara harga dan.kamarnya...terima.kasih airy,general-pos,general,pos,kali sebenernya nginap mandi bersihtapi overall memuaskan harga dankamarnyaterimakasih airy,"['kali', 'sebenernya', 'nginap', 'mandi', 'bersihtapi', 'overall', 'memuaskan', 'harga', 'dankamarnyaterimakasih', 'airy']"
fasilitas tidak sesuaitidak ad air panas,air_panas_P1-neg,air_panas_P1,neg,fasilitas sesuaitidak ad air panas,"['fasilitas', 'sesuaitidak', 'ad', 'air', 'panas']"
"view oke lah,Ac nya jg dingin, kolam renang nya lumayan,  minus tidak ada air panas, tidak ada keset, tidak ada tempat sampah, seprei  nyuci nya tidak bersih. perbaiki lg kebersihan kamar nya . Thanks Airy , Over All sesuai harga lah ya.. ",ac_P1-pos,ac_P1,pos,view oke lahac nya jg dingin kolam renang nya lumayan minus air panas keset sampah seprei nyuci nya bersih perbaiki lg kebersihan kamar nya thanks airy over all sesuai harga ya,"['view', 'oke', 'lahac', 'nya', 'jg', 'dingin', 'kolam', 'renang', 'nya', 'lumayan', 'minus', 'air', 'panas', 'keset', 'sampah', 'seprei', 'nyuci', 'nya', 'bersih', 'perbaiki', 'lg', 'kebersihan', 'kamar', 'nya', 'thanks', 'airy', 'over', 'all', 'sesuai', 'harga', 'ya']"
"view oke lah,Ac nya jg dingin, kolam renang nya lumayan,  minus tidak ada air panas, tidak ada keset, tidak ada tempat sampah, seprei  nyuci nya tidak bersih. perbaiki lg kebersihan kamar nya . Thanks Airy , Over All sesuai harga lah ya.. ",air_panas_P1-neg,air_panas_P1,neg,view oke lahac nya jg dingin kolam renang nya lumayan minus air panas keset sampah seprei nyuci nya bersih perbaiki lg kebersihan kamar nya thanks airy over all sesuai harga ya,"['view', 'oke', 'lahac', 'nya', 'jg', 'dingin', 'kolam', 'renang', 'nya', 'lumayan', 'minus', 'air', 'panas', 'keset', 'sampah', 'seprei', 'nyuci', 'nya', 'bersih', 'perbaiki', 'lg', 'kebersihan', 'kamar', 'nya', 'thanks', 'airy', 'over', 'all', 'sesuai', 'harga', 'ya']"
"view oke lah,Ac nya jg dingin, kolam renang nya lumayan,  minus tidak ada air panas, tidak ada keset, tidak ada tempat sampah, seprei  nyuci nya tidak bersih. perbaiki lg kebersihan kamar nya . Thanks Airy , Over All sesuai harga lah ya.. ",linen_P1-neg,linen_P1,neg,view oke lahac nya jg dingin kolam renang nya lumayan minus air panas keset sampah seprei nyuci nya bersih perbaiki lg kebersihan kamar nya thanks airy over all sesuai harga ya,"['view', 'oke', 'lahac', 'nya', 'jg', 'dingin', 'kolam', 'renang', 'nya', 'lumayan', 'minus', 'air', 'panas', 'keset', 'sampah', 'seprei', 'nyuci', 'nya', 'bersih', 'perbaiki', 'lg', 'kebersihan', 'kamar', 'nya', 'thanks', 'airy', 'over', 'all', 'sesuai', 'harga', 'ya']"
"view oke lah,Ac nya jg dingin, kolam renang nya lumayan,  minus tidak ada air panas, tidak ada keset, tidak ada tempat sampah, seprei  nyuci nya tidak bersih. perbaiki lg kebersihan kamar nya . Thanks Airy , Over All sesuai harga lah ya.. ",kebersihan-neg,kebersihan,neg,view oke lahac nya jg dingin kolam renang nya lumayan minus air panas keset sampah seprei nyuci nya bersih perbaiki lg kebersihan kamar nya thanks airy over all sesuai harga ya,"['view', 'oke', 'lahac', 'nya', 'jg', 'dingin', 'kolam', 'renang', 'nya', 'lumayan', 'minus', 'air', 'panas', 'keset', 'sampah', 'seprei', 'nyuci', 'nya', 'bersih', 'perbaiki', 'lg', 'kebersihan', 'kamar', 'nya', 'thanks', 'airy', 'over', 'all', 'sesuai', 'harga', 'ya']"
Saluran AC yang ke kamar mandi tolong diperbaiki masalahnya gak enak banget lagi buang air kena tetesan air dari selang pembuangan ac. ,ac_P1-neg,ac_P1,neg,saluran ac kamar mandi tolong diperbaiki gak enak banget buang air kena tetesan air selang pembuangan ac,"['saluran', 'ac', 'kamar', 'mandi', 'tolong', 'diperbaiki', 'gak', 'enak', 'banget', 'buang', 'air', 'kena', 'tetesan', 'air', 'selang', 'pembuangan', 'ac']"
"kamar nya kotor dan sempit,handuknya tipis dan bau air mani.kamar mandi nya banjir air lama mengalir.saya langsung cek out setelah melihat kondisi kamarnya.Pokoknya gak recomended bangettttt.Nyesel juga ga sesuai sama fotonya menipu bgttt kapok deh.",kebersihan-neg,kebersihan,neg,kamar nya kotor sempithanduknya tipis bau air manikamar mandi nya banjir air mengalirsaya langsung cek out kondisi kamarnyapokoknya gak recomended bangetttttnyesel ga sesuai fotonya menipu bgttt kapok deh,"['kamar', 'nya', 'kotor', 'sempithanduknya', 'tipis', 'bau', 'air', 'manikamar', 'mandi', 'nya', 'banjir', 'air', 'mengalirsaya', 'langsung', 'cek', 'out', 'kondisi', 'kamarnyapokoknya', 'gak', 'recomended', 'bangetttttnyesel', 'ga', 'sesuai', 'fotonya', 'menipu', 'bgttt', 'kapok', 'deh']"
"kamar nya kotor dan sempit,handuknya tipis dan bau air mani.kamar mandi nya banjir air lama mengalir.saya langsung cek out setelah melihat kondisi kamarnya.Pokoknya gak recomended bangettttt.Nyesel juga ga sesuai sama fotonya menipu bgttt kapok deh.",linen_P1-neg,linen_P1,neg,kamar nya kotor sempithanduknya tipis bau air manikamar mandi nya banjir air mengalirsaya langsung cek out kondisi kamarnyapokoknya gak recomended bangetttttnyesel ga sesuai fotonya menipu bgttt kapok deh,"['kamar', 'nya', 'kotor', 'sempithanduknya', 'tipis', 'bau', 'air', 'manikamar', 'mandi', 'nya', 'banjir', 'air', 'mengalirsaya', 'langsung', 'cek', 'out', 'kondisi', 'kamarnyapokoknya', 'gak', 'recomended', 'bangetttttnyesel', 'ga', 'sesuai', 'fotonya', 'menipu', 'bgttt', 'kapok', 'deh']"
"kamar nya kotor dan sempit,handuknya tipis dan bau air mani.kamar mandi nya banjir air lama mengalir.saya langsung cek out setelah melihat kondisi kamarnya.Pokoknya gak recomended bangettttt.Nyesel juga ga sesuai sama fotonya menipu bgttt kapok deh.",general-neg,general,neg,kamar nya kotor sempithanduknya tipis bau air manikamar mandi nya banjir air mengalirsaya langsung cek out kondisi kamarnyapokoknya gak recomended bangetttttnyesel ga sesuai fotonya menipu bgttt kapok deh,"['kamar', 'nya', 'kotor', 'sempithanduknya', 'tipis', 'bau', 'air', 'manikamar', 'mandi', 'nya', 'banjir', 'air', 'mengalirsaya', 'langsung', 'cek', 'out', 'kondisi', 'kamarnyapokoknya', 'gak', 'recomended', 'bangetttttnyesel', 'ga', 'sesuai', 'fotonya', 'menipu', 'bgttt', 'kapok', 'deh']"
plyanan baik staf ny rmah smua. tpi lantai kmr mandinya trgenang.slebihnya bgus smua,service-pos,service,pos,plyanan staf ny rmah smua tpi lantai kmr mandinya trgenangslebihnya bgus smua,"['plyanan', 'staf', 'ny', 'rmah', 'smua', 'tpi', 'lantai', 'kmr', 'mandinya', 'trgenangslebihnya', 'bgus', 'smua']"
plyanan baik staf ny rmah smua. tpi lantai kmr mandinya trgenang.slebihnya bgus smua,kebersihan-neg,kebersihan,neg,plyanan staf ny rmah smua tpi lantai kmr mandinya trgenangslebihnya bgus smua,"['plyanan', 'staf', 'ny', 'rmah', 'smua', 'tpi', 'lantai', 'kmr', 'mandinya', 'trgenangslebihnya', 'bgus', 'smua']"
